=== softmax trace+probe run_id=1xhhbu2w train_id=pjmvisza ===


########################################
# CHECKPOINT EPISODE 0
########################################
[t=000 ep=00] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=001 ep=00] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=002 ep=00] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=003 ep=00] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=004 ep=00] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=005 ep=01] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=006 ep=01] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=007 ep=01] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=008 ep=01] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=009 ep=01] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=010 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=011 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=012 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=013 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=014 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201340094208717]
[t=015 ep=02] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.9697986841201782, 0.030201340094208717]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=016 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=017 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=018 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=019 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=020 ep=04] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=021 ep=04] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=022 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=023 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=024 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=025 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=026 ep=06] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=027 ep=06] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=028 ep=07] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=029 ep=07] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=-100.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=030 ep=08] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=031 ep=08] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=032 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=033 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.15000000596046448, 0.8500000238418579]
[t=034 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=035 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=036 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=037 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=038 ep=09] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=039 ep=10] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=040 ep=10] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=041 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=042 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=043 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=044 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=045 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=046 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.14999999105930328]
[t=047 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.5, 0.4999999701976776]
[t=048 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=-100.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.5, 0.4999999701976776]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=049 ep=13] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=050 ep=13] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=051 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=052 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=053 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=054 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=055 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=056 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=057 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=058 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=059 ep=16] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=060 ep=16] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=061 ep=17] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=062 ep=17] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=063 ep=18] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=064 ep=18] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=065 ep=18] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=066 ep=18] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=067 ep=19] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=068 ep=19] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.15000000596046448, 0.8500000238418579]
[t=069 ep=19] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.15000000596046448, 0.8500000238418579]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=070 ep=20] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=071 ep=20] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=072 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=073 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=074 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=075 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=076 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
[t=077 ep=21] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=078 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=079 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=080 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=081 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=082 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=083 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=084 ep=22] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.999031126499176, 0.0009688762365840375]
